NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,RapportExprimes,RapportInscrits
GIMENO,Danièle,Mme,COM,Communiste,707,"   2,01","   1,14",non,00602,2.01,1.14
LACROIX,Céline,Mme,UDFD,UDF-Mouvement Démocrate,1955,"   5,55","   3,15",non,00602,5.55,3.15
KHAN,Rachel,Mme,VEC,Les Verts,682,"   1,94","   1,09",non,00602,1.94,1.09
MOUTON,Adeline,Mme,COM,Communiste,1447,"   3,76","   2,06",non,00603,3.76,2.06
JOMAT,Elodie,Mme,RDG,Radical de gauche,7372,"  19,15","  10,52",non,00603,19.15,10.52
ARGENTIERI,Pierre,M.,MPF,Mouvement pour la France,790,"   2,05","   1,12",non,00603,2.05,1.12
GARDIEN,Serge,M.,ECO,Ecologiste,425,"   1,10","   0,60",non,00603,1.1,0.6
PIGLI,Gilbert,M.,FN,Front national,2998,"   7,79","   4,28",non,00603,7.79,4.28
BAELE,Jean-Marie,M.,EXD,Extrême droite,328,"   0,85","   0,46",non,00603,0.85,0.46
GAECHTER,Rémi,M.,VEC,Les Verts,786,"   2,04","   1,12",non,00603,2.04,1.12
MARCHAND,Myriam,Mme,EXD,Extrême droite,963,"   2,50","   1,37",non,00603,2.5,1.37
BACINO,Laurent,M.,EXG,Extrême gauche,247,"   0,64","   0,35",non,00603,0.64,0.35
PEREIRA,Marie-Josée,Mme,EXG,Extrême gauche,185,"   0,48","   0,26",non,00603,0.48,0.26
SALLES,Rudy,M.,MAJ,Majorité présidentielle,21805,"  56,65","  31,14",oui,00603,56.65,31.14
GUEZ,Elie,M.,DIV,Divers,352,"   0,91","   0,50",non,00603,0.91,0.5
DELLA SUDDA,Bruno,M.,EXG,Extrême gauche,507,"   1,32","   0,72",non,00603,1.32,0.72
AOUASSI,Nadia,Mme,DIV,Divers,288,"   0,75","   0,41",non,00603,0.75,0.41
GUIBAL,Jean-Claude,M.,UMP,Union pour un Mouvement Populaire,24797,"  59,50","  33,65",oui,00604,59.5,33.65
FERRUCCIO,Patrick,M.,EXG,Extrême gauche,749,"   1,80","   1,01",non,00604,1.8,1.01
HOURTIC,Brigitte,Mme,COM,Communiste,2044,"   4,90","   2,77",non,00604,4.9,2.77
MATHIEU,Monique,Mme,FN,Front national,3552,"   8,52","   4,82",non,00604,8.52,4.82
BARILLOT,Xavier,M.,EXG,Extrême gauche,184,"   0,44","   0,24",non,00604,0.44,0.24
PEREZ,Laetitia,Mme,EXD,Extrême droite,248,"   0,60","   0,33",non,00604,0.6,0.33
GAIGNAIRE,Nedjia,Mme,MPF,Mouvement pour la France,375,"   0,90","   0,50",non,00604,0.9,0.5
GERARD,Pascale,Mme,SOC,Socialiste,5688,"  13,65","   7,72",non,00604,13.65,7.72
HERVE,Alain,M.,VEC,Les Verts,984,"   2,36","   1,33",non,00604,2.36,1.33
BACCELLI,Monique,Mme,ECO,Ecologiste,447,"   1,07","   0,60",non,00604,1.07,0.6
BORGHI-GASTAUT,Michèle,Mme,DVG,Divers gauche,135,"   0,32","   0,18",non,00604,0.32,0.18
BRIAND,Philippe,M.,UDFD,UDF-Mouvement Démocrate,2275,"   5,46","   3,08",non,00604,5.46,3.08
FIORESE,René,M.,DIV,Divers,199,"   0,48","   0,27",non,00604,0.48,0.27
LIGONIE,Bruno,M.,FN,Front national,2846,"   5,25","   3,27",non,00605,5.25,3.27
CUTURELLO,Paul,M.,SOC,Socialiste,8560,"  15,78","   9,86",non,00605,15.78,9.86
PLAQUEVENT,Pierre-Antoine,M.,EXD,Extrême droite,1195,"   2,20","   1,37",non,00605,2.2,1.37
BAELE,Rose Marie,Mme,EXD,Extrême droite,242,"   0,45","   0,27",non,00605,0.45,0.27
GABRY,Serge,M.,ECO,Ecologiste,335,"   0,62","   0,38",non,00605,0.62,0.38
REMOND,Jean-Jacques,M.,CPNT,Chasse Pêche Nature Traditions,241,"   0,44","   0,27",non,00605,0.44,0.27
TUJAGUE,Francis,M.,COM,Communiste,3959,"   7,30","   4,56",non,00605,7.3,4.56
HVIDSTEN,Axel,M.,ECO,Ecologiste,344,"   0,63","   0,39",non,00605,0.63,0.39
GACEM,Pascale,Mme,EXG,Extrême gauche,710,"   1,31","   0,81",non,00605,1.31,0.81
THIEMONGE,Jeannine,Mme,VEC,Les Verts,754,"   1,39","   0,86",non,00605,1.39,0.86
BARTOLI,Danièle,Mme,EXG,Extrême gauche,240,"   0,44","   0,27",non,00605,0.44,0.27
ABITBOL,Michaël,M.,DIV,Divers,223,"   0,41","   0,25",non,00605,0.41,0.25
LAMBERT,Karine,Mme,UDFD,UDF-Mouvement Démocrate,2002,"   3,69","   2,30",non,00605,3.69,2.3
ESTROSI,Christian,M.,UMP,Union pour un Mouvement Populaire,32580,"  60,08","  37,53",oui,00605,60.08,37.53
OLLIVIER,Jean-Yves,M.,ECO,Ecologiste,1000,"   1,56","   0,93",non,00606,1.56,0.93
CHARRAC,Martine,Mme,EXD,Extrême droite,415,"   0,65","   0,38",non,00606,0.65,0.38
LUCA,Lionnel,M.,UMP,Union pour un Mouvement Populaire,40576,"  63,14","  37,89",oui,00606,63.14,37.89
PAULUS,Michelle,Mme,EXG,Extrême gauche,293,"   0,46","   0,27",non,00606,0.46,0.27
DAMIANI,Antoine,M.,SOC,Socialiste,9721,"  15,13","   9,07",non,00606,15.13,9.07
FAGUER,Joëlle,Mme,VEC,Les Verts,1294,"   2,01","   1,20",non,00606,2.01,1.2
LARTIGUE,Monique,Mme,FN,Front national,3853,"   6,00","   3,59",non,00606,6.0,3.59
DUBOIS,Anne-Marie,Mme,EXG,Extrême gauche,505,"   0,79","   0,47",non,00606,0.79,0.47
DOMBREVAL,Loïc,M.,UDFD,UDF-Mouvement Démocrate,4305,"   6,70","   4,02",non,00606,6.7,4.02
BOUILLEAUX,Alain,M.,EXG,Extrême gauche,312,"   0,49","   0,29",non,00606,0.49,0.29
VIARD,Béatrix,Mme,DIV,Divers,232,"   0,36","   0,21",non,00606,0.36,0.21
NATIVI,Martine,Mme,COM,Communiste,1515,"   2,36","   1,41",non,00606,2.36,1.41
BRUNIER,Marie-France,Mme,CPNT,Chasse Pêche Nature Traditions,242,"   0,38","   0,22",non,00606,0.38,0.22
PIEL,Gérard,M.,COM,Communiste,3628,"   6,23","   3,67",non,00607,6.23,3.67
PETARD,Christian,M.,EXG,Extrême gauche,383,"   0,66","   0,38",non,00607,0.66,0.38
LLORENS,Muguette,Mme,EXD,Extrême droite,390,"   0,67","   0,39",non,00607,0.67,0.39
CURTET,Carine,Mme,ECO,Ecologiste,702,"   1,20","   0,71",non,00607,1.2,0.71
MADEC-VERCNOCKE,Edwige,Mme,UDFD,UDF-Mouvement Démocrate,4390,"   7,53","   4,45",non,00607,7.53,4.45
LEONETTI,Jean,M.,UMP,Union pour un Mouvement Populaire,37281,"  63,99","  37,80",oui,00607,63.99,37.8
FOCACHON,Isidore,M.,FN,Front national,3282,"   5,63","   3,32",non,00607,5.63,3.32
COTTE,Maurice,M.,DIV,Divers,399,"   0,68","   0,40",non,00607,0.68,0.4
MUSSI,Philippe,M.,VEC,Les Verts,1718,"   2,95","   1,74",non,00607,2.95,1.74
KRETCHMANN,Nicole,Mme,DIV,Divers,473,"   0,81","   0,47",non,00607,0.81,0.47
CHAIB,Noria,Mme,SOC,Socialiste,5619,"   9,64","   5,69",non,00607,9.64,5.69
BROCHAND,Bernard,M.,UMP,Union pour un Mouvement Populaire,17081,"  42,60","  25,23",Bal.,00608,42.6,25.23
VILLON,Jean-Pierre,M.,ECO,Ecologiste,465,"   1,16","   0,68",non,00608,1.16,0.68
ROLLY,Sylvie,Mme,COM,Communiste,619,"   1,54","   0,91",non,00608,1.54,0.91
VINCENT-VIRY,Henri,M.,EXD,Extrême droite,202,"   0,50","   0,29",non,00608,0.5,0.29
LAFARGUE,Patrick,M.,UDFD,UDF-Mouvement Démocrate,2287,"   5,70","   3,37",non,00608,5.7,3.37
CYVOCT,Henri,M.,EXG,Extrême gauche,186,"   0,46","   0,27",non,00608,0.46,0.27
BRUN,Michel,M.,DIV,Divers,93,"   0,23","   0,13",non,00608,0.23,0.13
CRAPIZ,Apolline,Mme,SOC,Socialiste,4776,"  11,91","   7,05",non,00608,11.91,7.05
NUSSLE,Lionel,M.,VEC,Les Verts,563,"   1,40","   0,83",non,00608,1.4,0.83
BARBARIN,Ginette,Mme,DIV,Divers,123,"   0,31","   0,18",non,00608,0.31,0.18
LEROY,Henri,M.,DVD,Divers droite,11189,"  27,90","  16,52",Bal.,00608,27.9,16.52
SCHENARDI,Lydia,Mme,FN,Front national,2515,"   6,27","   3,71",non,00608,6.27,3.71
ASCHIERI,André,M.,VEC,Les Verts,24719,"  37,50","  23,21",non,00609,37.5,23.21
DEBONNET,Hugo,M.,MPF,Mouvement pour la France,458,"   0,69","   0,43",non,00609,0.69,0.43
MARCHIVE,François,M.,EXG,Extrême gauche,774,"   1,17","   0,72",non,00609,1.17,0.72
DE JOUVANCOURT,Johanne,Mme,EXD,Extrême droite,285,"   0,43","   0,26",non,00609,0.43,0.26
ARRII,Béatrix,Mme,DIV,Divers,298,"   0,45","   0,27",non,00609,0.45,0.27
MASSA,Maurice,M.,CPNT,Chasse Pêche Nature Traditions,316,"   0,48","   0,29",non,00609,0.48,0.29
DUCREUX,Pascal,M.,ECO,Ecologiste,781,"   1,18","   0,73",non,00609,1.18,0.73
PUTZOLU,Nadia,Mme,EXG,Extrême gauche,273,"   0,41","   0,25",non,00609,0.41,0.25
DEGIOANNI,Jean-Marc,M.,FN,Front national,2988,"   4,53","   2,80",non,00609,4.53,2.8
TABAROT,Michèle,Mme,UMP,Union pour un Mouvement Populaire,35021,"  53,13","  32,89",oui,00609,53.13,32.89
COTTA,Robert,M.,COM,Communiste,2811,"   6,02","   3,81",non,00701,6.02,3.81
TERRASSE,Pascal,M.,SOC,Socialiste,20268,"  43,43","  27,47",Bal.,00701,43.43,27.47
COTTA,Rachel,Mme,UMP,Union pour un Mouvement Populaire,13971,"  29,94","  18,94",Bal.,00701,29.94,18.94
MOULAIN,Cécile,Mme,EXG,Extrême gauche,1064,"   2,28","   1,44",non,00701,2.28,1.44
BERTHEAS,Christiane,Mme,FN,Front national,1901,"   4,07","   2,57",non,00701,4.07,2.57
BAS,Gilles,M.,DIV,Divers,305,"   0,65","   0,41",non,00701,0.65,0.41
IMBERT,Jean-Yves,M.,UDFD,UDF-Mouvement Démocrate,2316,"   4,96","   3,13",non,00701,4.96,3.13
PRADA,Christian,M.,EXG,Extrême gauche,228,"   0,49","   0,30",non,00701,0.49,0.3
NOILLY,Yvette,Mme,VEC,Les Verts,1052,"   2,25","   1,42",non,00701,2.25,1.42
LE TOUX,Nadège,Mme,MPF,Mouvement pour la France,363,"   0,78","   0,49",non,00701,0.78,0.49
LE GORGEU ,Marie-Odile,Mme,DIV,Divers,1,"   0,00","   0,00",non,00701,0.0,0.0
ALIROL,Anne,Mme,REG,Régionaliste,114,"   0,24","   0,15",non,00701,0.24,0.15
LAVIS,Christian,M.,MAJ,Majorité présidentielle,1363,"   2,92","   1,84",non,00701,2.92,1.84
BROTTES,Marjorie,Mme,CPNT,Chasse Pêche Nature Traditions,914,"   1,96","   1,23",non,00701,1.96,1.23
FANTINI,Jean,M.,COM,Communiste,1909,"   3,51","   2,14",non,00702,3.51,2.14
DUSSOPT,Olivier,M.,SOC,Socialiste,14186,"  26,10","  15,95",Bal.,00702,26.1,15.95
ROUBY,Michel,M.,EXD,Extrême droite,316,"   0,58","   0,35",non,00702,0.58,0.35
WEBER,Gérard,M.,UMP,Union pour un Mouvement Populaire,15964,"  29,37","  17,95",Bal.,00702,29.37,17.95
GORISSE,Odette,Mme,EXG,Extrême gauche,1365,"   2,51","   1,53",non,00702,2.51,1.53
RICHARD,Claude,M.,FN,Front national,2021,"   3,72","   2,27",non,00702,3.72,2.27
CHAMBON,Dominique,M.,UDFD,UDF-Mouvement Démocrate,4793,"   8,82","   5,39",non,00702,8.82,5.39
SCHOUN,Patrick,M.,DIV,Divers,345,"   0,63","   0,38",non,00702,0.63,0.38
FRACHON,Christophe,M.,MPF,Mouvement pour la France,585,"   1,08","   0,65",non,00702,1.08,0.65
DUBAY,Jacques,M.,DVD,Divers droite,9171,"  16,87","  10,31",non,00702,16.87,10.31
MOURGUES,Jean-Claude,M.,VEC,Les Verts,1857,"   3,42","   2,08",non,00702,3.42,2.08
CAUVIN,Béatrice,Mme,EXG,Extrême gauche,443,"   0,81","   0,49",non,00702,0.81,0.49
INGLESE,Brigitte,Mme,ECO,Ecologiste,641,"   1,18","   0,72",non,00702,1.18,0.72
FAURE,Véronique,Mme,CPNT,Chasse Pêche Nature Traditions,761,"   1,40","   0,85",non,00702,1.4,0.85
BEN LAHOUSSINE,Sandrine,Mme,DIV,Divers,403,"   0,85","   0,54",non,00703,0.85,0.54
ROMET,Daniel,M.,EXG,Extrême gauche,882,"   1,85","   1,20",non,00703,1.85,1.2
KINDO,Yann,M.,EXG,Extrême gauche,1417,"   2,97","   1,93",non,00703,2.97,1.93
ELVIRA,Sandrine,Mme,EXD,Extrême droite,188,"   0,39","   0,25",non,00703,0.39,0.25
LARGERON,Colette,Mme,EXG,Extrême gauche,254,"   0,53","   0,34",non,00703,0.53,0.34
PONTON,Mireille,Mme,COM,Communiste,1999,"   4,19","   2,72",non,00703,4.19,2.72
LAURENT,Suzanne,Mme,FN,Front national,1448,"   3,04","   1,97",non,00703,3.04,1.97
DEHO,Jean-Pierre,M.,ECO,Ecologiste,444,"   0,93","   0,60",non,00703,0.93,0.6
FLORY,Jean-Claude,M.,UMP,Union pour un Mouvement Populaire,22370,"  46,92","  30,51",Bal.,00703,46.92,30.51
LOUIS,Véronique,Mme,SOC,Socialiste,8811,"  18,48","  12,02",Bal.,00703,18.48,12.02
FINOT,Marie-Paule,Mme,MPF,Mouvement pour la France,342,"   0,72","   0,46",non,00703,0.72,0.46
BROTTES,Bernard,M.,CPNT,Chasse Pêche Nature Traditions,1178,"   2,47","   1,60",non,00703,2.47,1.6
SURREL,Joseph,M.,UDFD,UDF-Mouvement Démocrate,2359,"   4,95","   3,21",non,00703,4.95,3.21
ALAIZE,Stéphane,M.,DVG,Divers gauche,3952,"   8,29","   5,39",non,00703,8.29,5.39
ARNOU,Eric,M.,VEC,Les Verts,1628,"   3,41","   2,22",non,00703,3.41,2.22
POLETTI,Bérengère,Mme,UMP,Union pour un Mouvement Populaire,20922,"  48,93","  28,47",Bal.,00801,48.93,28.47
LENICE,Philippe,M.,VEC,Les Verts,880,"   2,06","   1,19",non,00801,2.06,1.19
TAIOLI,Chantal,Mme,FN,Front national,1829,"   4,28","   2,48",non,00801,4.28,2.48
OCTAVE,Nadia,Mme,EXG,Extrême gauche,459,"   1,07","   0,62",non,00801,1.07,0.62
DALLA ROSA,Sylvain,M.,COM,Communiste,1401,"   3,28","   1,90",non,00801,3.28,1.9
LECLET,Jean-François,M.,UDFD,UDF-Mouvement Démocrate,4116,"   9,63","   5,60",non,00801,9.63,5.6
FESNEAU,Philippe,M.,EXD,Extrême droite,303,"   0,71","   0,41",non,00801,0.71,0.41
BOTTE,François,M.,EXG,Extrême gauche,928,"   2,17","   1,26",non,00801,2.17,1.26
LENOIR,Valérie,Mme,MPF,Mouvement pour la France,419,"   0,98","   0,57",non,00801,0.98,0.57
LEDOUX,Claudine,Mme,SOC,Socialiste,11499,"  26,89","  15,65",Bal.,00801,26.89,15.65
RAVIGNON,Boris,M.,UMP,Union pour un Mouvement Populaire,14889,"  40,35","  22,47",Bal.,00802,40.35,22.47
VUILQUE,Philippe,M.,SOC,Socialiste,13774,"  37,33","  20,79",Bal.,00802,37.33,20.79
BATAILLE,Roland,M.,FN,Front national,1993,"   5,40","   3,00",non,00802,5.4,3.0
NOUET,Joël,M.,EXG,Extrême gauche,300,"   0,81","   0,45",non,00802,0.81,0.45
RICHARD,Florence,Mme,UDFD,UDF-Mouvement Démocrate,2115,"   5,73","   3,19",non,00802,5.73,3.19
BAUDOIN,Gérard,M.,EXG,Extrême gauche,416,"   1,13","   0,62",non,00802,1.13,0.62
LEFLON,Michèle,Mme,COM,Communiste,1320,"   3,58","   1,99",non,00802,3.58,1.99
JADON,Jean-Pierre,M.,EXD,Extrême droite,258,"   0,70","   0,38",non,00802,0.7,0.38
FOURNAISE,Jean-Michel,M.,EXG,Extrême gauche,654,"   1,77","   0,98",non,00802,1.77,0.98
CHAOUCHI,Abderzake,M.,DIV,Divers,245,"   0,66","   0,36",non,00802,0.66,0.36
TILQUIN,Josée,Mme,MPF,Mouvement pour la France,379,"   1,03","   0,57",non,00802,1.03,0.57
NAIT-ABDELAZIZ,Mezhoura,Mme,VEC,Les Verts,558,"   1,51","   0,84",non,00802,1.51,0.84
SAMYN,Eric,M.,FN,Front national,1418,"   3,91","   2,36",non,00803,3.91,2.36
HENRY,Régine,Mme,COM,Communiste,811,"   2,24","   1,35",non,00803,2.24,1.35
LAHOTTE,Hervé,M.,EXD,Extrême droite,265,"   0,73","   0,44",non,00803,0.73,0.44
BOISSIER,Jacques,M.,EXG,Extrême gauche,242,"   0,67","   0,40",non,00803,0.67,0.4
BACHY,Jean-Paul,M.,DVG,Divers gauche,8939,"  24,66","  14,89",non,00803,24.66,14.89
MAGNOU,Maylis,Mme,VEC,Les Verts,538,"   1,48","   0,89",non,00803,1.48,0.89
LAURANT,Olivier,M.,UDFD,UDF-Mouvement Démocrate,1118,"   3,08","   1,86",non,00803,3.08,1.86
PIERRARD,Jean,M.,ECO,Ecologiste,304,"   0,84","   0,50",non,00803,0.84,0.5
MATHIEU,Hélène,Mme,EXG,Extrême gauche,605,"   1,67","   1,00",non,00803,1.67,1.0
DESSIEUX,Gisèle,Mme,DVG,Divers gauche,931,"   2,57","   1,55",non,00803,2.57,1.55
WARSMANN,Jean-Luc,M.,UMP,Union pour un Mouvement Populaire,20829,"  57,46","  34,71",oui,00803,57.46,34.71
TILLETTE,Adeline,Mme,MPF,Mouvement pour la France,252,"   0,70","   0,42",non,00803,0.7,0.42
MASSAT,Frédérique,Mme,SOC,Socialiste,15823,"  44,66","  28,23",Bal.,00901,44.66,28.23
PONT,Patrick,M.,UDFD,UDF-Mouvement Démocrate,2311,"   6,52","   4,12",non,00901,6.52,4.12
SERRANO,José,M.,MPF,Mouvement pour la France,752,"   2,12","   1,34",non,00901,2.12,1.34
ZAMMIT,Josette,Mme,FN,Front national,948,"   2,68","   1,69",non,00901,2.68,1.69
CASSAN,Lyliane,Mme,COM,Communiste,2419,"   6,83","   4,31",non,00901,6.83,4.31
FERNANDEZ,Jean-Luc,M.,CPNT,Chasse Pêche Nature Traditions,1098,"   3,10","   1,95",non,00901,3.1,1.95
CUVILLIER,Thierry,M.,EXD,Extrême droite,168,"   0,47","   0,29",non,00901,0.47,0.29
SEEL,Denis,M.,EXG,Extrême gauche,1274,"   3,60","   2,27",non,00901,3.6,2.27
SOULET,Didier,M.,EXG,Extrême gauche,243,"   0,69","   0,43",non,00901,0.69,0.43
BUCAILLE,Véronique,Mme,MAJ,Majorité présidentielle,163,"   0,46","   0,29",non,00901,0.46,0.29
GRIZON,Sylvie,Mme,DIV,Divers,446,"   1,26","   0,79",non,00901,1.26,0.79
SARACINO,Marc,M.,VEC,Les Verts,1174,"   3,31","   2,09",non,00901,3.31,2.09
ROUGE,Jacqueline,Mme,UMP,Union pour un Mouvement Populaire,8614,"  24,31","  15,36",Bal.,00901,24.31,15.36
NAYROU,Henri,M.,SOC,Socialiste,15997,"  43,00","  27,46",Bal.,00902,43.0,27.46
CLAMER,Chantal,Mme,MPF,Mouvement pour la France,485,"   1,30","   0,83",non,00902,1.3,0.83
ALIOT,Thérèse,Mme,FN,Front national,1233,"   3,31","   2,11",non,00902,3.31,2.11
RIOS-REBAUD,Véronique,Mme,DIV,Divers,346,"   0,93","   0,59",non,00902,0.93,0.59
MATRICON,Françoise,Mme,VEC,Les Verts,1228,"   3,30","   2,10",non,00902,3.3,2.1
DARDE,Marie-José,Mme,CPNT,Chasse Pêche Nature Traditions,645,"   1,73","   1,10",non,00902,1.73,1.1
NAUDY,Michel,M.,COM,Communiste,2025,"   5,44","   3,47",non,00902,5.44,3.47
DECLA,Pascale,Mme,EXD,Extrême droite,157,"   0,42","   0,26",non,00902,0.42,0.26
CALLEJA,Philippe,M.,UMP,Union pour un Mouvement Populaire,11506,"  30,93","  19,75",Bal.,00902,30.93,19.75
CLARET,Marie-Angèle,Mme,EXG,Extrême gauche,1084,"   2,91","   1,86",non,00902,2.91,1.86
SANTI,Jacqueline,Mme,EXG,Extrême gauche,221,"   0,59","   0,37",non,00902,0.59,0.37
HOCQUARD,Françoise,Mme,MAJ,Majorité présidentielle,138,"   0,37","   0,23",non,00902,0.37,0.23
COUVE,Caroline,Mme,UDFD,UDF-Mouvement Démocrate,1786,"   4,80","   3,06",non,00902,4.8,3.06
CHAUMONT,Raymond,M.,ECO,Ecologiste,244,"   0,66","   0,41",non,00902,0.66,0.41
GUEGUEN,Pierre,M.,EXG,Extrême gauche,105,"   0,28","   0,18",non,00902,0.28,0.18
SUBTIL,Bruno,M.,FN,Front national,3195,"   9,51","   5,50",non,01001,9.51,5.5
DHUICQ,Nicolas,M.,UMP,Union pour un Mouvement Populaire,13426,"  39,97","  23,12",Bal.,01001,39.97,23.12
BONHOMME,Monique,Mme,EXG,Extrême gauche,416,"   1,24","   0,71",non,01001,1.24,0.71
FOURNILLON,Sébastien,M.,ECO,Ecologiste,350,"   1,04","   0,60",non,01001,1.04,0.6
IMBERDIS,Cathy,Mme,EXD,Extrême droite,194,"   0,58","   0,33",non,01001,0.58,0.33
SIMARD,Guy,M.,DIV,Divers,239,"   0,71","   0,41",non,01001,0.71,0.41
BRET,Line,Mme,SOC,Socialiste,7747,"  23,06","  13,34",Bal.,01001,23.06,13.34
ZAJAC,Anna,Mme,COM,Communiste,790,"   2,35","   1,36",non,01001,2.35,1.36
GUERITTE,Michel,M.,DIV,Divers,613,"   1,82","   1,05",non,01001,1.82,1.05
HOUPLON,Pascal,M.,VEC,Les Verts,730,"   2,17","   1,25",non,01001,2.17,1.25
DE BALMAIN,Roselyne,Mme,MPF,Mouvement pour la France,424,"   1,26","   0,73",non,01001,1.26,0.73
SEBEYRAN,Marc,M.,UDFD,UDF-Mouvement Démocrate,4314,"  12,84","   7,43",non,01001,12.84,7.43
LEBECQ,Bruno,M.,DVD,Divers droite,1155,"   3,44","   1,98",non,01001,3.44,1.98
MALARMEY,Marc,M.,FN,Front national,3353,"   7,93","   4,56",non,01002,7.93,4.56
LEPRINCE,Didier,M.,DVD,Divers droite,3488,"   8,25","   4,75",non,01002,8.25,4.75
CARDOSO,Déolinda,Mme,EXG,Extrême gauche,612,"   1,45","   0,83",non,01002,1.45,0.83
MATHIS,Jean-Claude,M.,UMP,Union pour un Mouvement Populaire,20110,"  47,59","  27,40",Bal.,01002,47.59,27.4
MURGIER,Hervé,M.,VEC,Les Verts,1408,"   3,33","   1,91",non,01002,3.33,1.91
VIVET,Jean,M.,MPF,Mouvement pour la France,884,"   2,09","   1,20",non,01002,2.09,1.2
NORMANT,Denise,Mme,DIV,Divers,361,"   0,85","   0,49",non,01002,0.85,0.49
AYADI,Saliha,Mme,RDG,Radical de gauche,6680,"  15,81","   9,10",Bal.,01002,15.81,9.1
CORNEVIN,Jean-Pierre,M.,COM,Communiste,1963,"   4,65","   2,67",non,01002,4.65,2.67
LE CADRE,Anne-Marie,Mme,EXD,Extrême droite,316,"   0,75","   0,43",non,01002,0.75,0.43
GARIGLIO,Elisabeth,Mme,UDFD,UDF-Mouvement Démocrate,2515,"   5,95","   3,42",non,01002,5.95,3.42
BAICRY,Anne,Mme,ECO,Ecologiste,567,"   1,34","   0,77",non,01002,1.34,0.77
VIALA,Martine,Mme,FN,Front national,3148,"   7,53","   4,23",non,01003,7.53,4.23
BAROIN,François,M.,UMP,Union pour un Mouvement Populaire,23281,"  55,71","  31,31",oui,01003,55.71,31.31
BISSEY,Pierre,M.,EXG,Extrême gauche,605,"   1,45","   0,81",non,01003,1.45,0.81
MAES,Lucien,M.,DIV,Divers,471,"   1,13","   0,63",non,01003,1.13,0.63
PARACHOUT,Christian,M.,MPF,Mouvement pour la France,585,"   1,40","   0,78",non,01003,1.4,0.78
GARNIER,Guy,M.,EXD,Extrême droite,320,"   0,77","   0,43",non,01003,0.77,0.43
GIRARDIN,Olivier,M.,SOC,Socialiste,7974,"  19,08","  10,72",non,01003,19.08,10.72
BERNAUD,Christian,M.,EXG,Extrême gauche,168,"   0,40","   0,22",non,01003,0.4,0.22
MATHIEU,Pierre,M.,COM,Communiste,2594,"   6,21","   3,48",non,01003,6.21,3.48
DELPLANQUE,Françoise,Mme,VEC,Les Verts,1315,"   3,15","   1,76",non,01003,3.15,1.76
SPAGNOL,Théodoulitsa,Mme,EXG,Extrême gauche,871,"   2,08","   1,17",non,01003,2.08,1.17
BERNARDIE,Maurice,M.,ECO,Ecologiste,459,"   1,10","   0,61",non,01003,1.1,0.61
CHESA,Isabelle,Mme,UMP,Union pour un Mouvement Populaire,16767,"  37,38","  23,88",Bal.,01101,37.38,23.88
MORIO,Robert,M.,FN,Front national,2359,"   5,26","   3,36",non,01101,5.26,3.36
DENUX,Monique,Mme,UDFD,UDF-Mouvement Démocrate,2680,"   5,97","   3,81",non,01101,5.97,3.81
CARRAZONI OMARI,Amandine,Mme,COM,Communiste,1901,"   4,24","   2,70",non,01101,4.24,2.7
EL HEDRI,Lucile,Mme,EXG,Extrême gauche,224,"   0,50","   0,31",non,01101,0.5,0.31
BENSON,Claude-Marie,Mme,VEC,Les Verts,1046,"   2,33","   1,49",non,01101,2.33,1.49
PEREZ,Jean-Claude,M.,SOC,Socialiste,16977,"  37,85","  24,18",Bal.,01101,37.85,24.18
LATORRE,Claudine,Mme,CPNT,Chasse Pêche Nature Traditions,517,"   1,15","   0,73",non,01101,1.15,0.73
BORD,Denis,M.,DIV,Divers,261,"   0,58","   0,37",non,01101,0.58,0.37
VIELMAS,Alain,M.,EXG,Extrême gauche,1101,"   2,45","   1,56",non,01101,2.45,1.56
VIEULES,Jacques,M.,EXG,Extrême gauche,184,"   0,41","   0,26",non,01101,0.41,0.26
URROZ,Magalì,Mme,REG,Régionaliste,242,"   0,54","   0,34",non,01101,0.54,0.34
GAMERRE,Claudine,Mme,ECO,Ecologiste,314,"   0,70","   0,44",non,01101,0.7,0.44
BRUN,Jean-Pierre,M.,EXD,Extrême droite,282,"   0,63","   0,40",non,01101,0.63,0.4
DECAENS,Fabienne,Mme,VEC,Les Verts,1389,"   2,00","   1,25",non,01102,2.0,1.25
BASCOU,Jacques,M.,SOC,Socialiste,26098,"  37,61","  23,63",Bal.,01102,37.61,23.63
IMBERT,Stéphane,M.,ECO,Ecologiste,610,"   0,88","   0,55",non,01102,0.88,0.55
ESCUDIE,Hélène,Mme,CPNT,Chasse Pêche Nature Traditions,1101,"   1,59","   0,99",non,01102,1.59,0.99
NADAL,Jean-Pierre,M.,FN,Front national,3524,"   5,08","   3,19",non,01102,5.08,3.19
KONTOWICZ,Véronique,Mme,EXG,Extrême gauche,353,"   0,51","   0,31",non,01102,0.51,0.31
VERDIER,Denis,M.,DIV,Divers,0,"   0,00","   0,00",non,01102,0.0,0.0
SCHROEDER,Françis,M.,EXG,Extrême gauche,1737,"   2,50","   1,57",non,01102,2.5,1.57
ROUX,Patric,M.,COM,Communiste,3292,"   4,74","   2,98",non,01102,4.74,2.98
PY,Michel,M.,UMP,Union pour un Mouvement Populaire,27306,"  39,35","  24,72",Bal.,01102,39.35,24.72
CARPENTIER ,Elise,Mme,MAJ,Majorité présidentielle,353,"   0,51","   0,31",non,01102,0.51,0.31
